10000; -2025; -4141; 4609.610179
11000; -2192; -4216; 4751.791241
12000; -2373; -4291; 4903.448786
13000; -2541; -4378; 5061.972442
14000; -2704; -4470; 5224.223962
15000; -2870; -4566; 5393.074819
16000; -3033; -4662; 5561.774267
17000; -3187; -4763; 5730.893299
18000; -3350; -4876; 5915.900270
19000; -3505; -4997; 6103.690195
100000; -132; -18622; 18622.467828
200000; 18615; -5732; 19477.526768
300000; 10288; 15947; 18977.611889
400000; 364; -18126; 18129.654492
500000; 16935; -1972; 17049.428407
600000; 6798; 14199; 15742.439614
