10000; -2075; -3326; 3920.191449
11000; -2259; -3398; 4080.378046
12000; -2452; -3467; 4246.456523
13000; -2634; -3543; 4414.839182
14000; -2811; -3638; 4597.473763
15000; -2988; -3725; 4775.329203
16000; -3172; -3820; 4965.277837
17000; -3343; -3925; 5155.703056
18000; -3515; -4029; 5346.780901
19000; -3686; -4144; 5546.109627
100000; -1105; -18649; 18681.708327
200000; 18477; -6246; 19504.154557
300000; 10943; 15490; 18965.477822
400000; 390; -18128; 18132.194682
500000; 16934; -1941; 17044.877148
600000; 6771; 14241; 15768.719732
