10000; -2075; -3331; 3924.434482
11000; -2253; -3401; 4079.560025
12000; -2449; -3470; 4247.175650
13000; -2631; -3552; 4420.278837
14000; -2812; -3640; 4599.667814
15000; -2988; -3731; 4780.010983
16000; -3164; -3825; 4964.022663
17000; -3339; -3929; 5156.157678
18000; -3516; -4032; 5349.699057
19000; -3687; -4150; 5551.258326
100000; -1119; -18658; 18691.525486
200000; 18479; -6230; 19500.931798
300000; 10886; 15545; 18977.671643
400000; 403; -18126; 18130.479448
500000; 16937; -1933; 17046.948642
600000; 6796; 14213; 15754.205312
