10000; -1937; -8677; 8890.573547
11000; -2032; -8784; 9015.968057
12000; -2136; -8886; 9139.118776
13000; -2228; -8996; 9267.793696
14000; -2319; -9107; 9397.617251
15000; -2408; -9218; 9527.328482
16000; -2492; -9331; 9658.034220
17000; -2577; -9451; 9796.036443
18000; -2656; -9566; 9927.874496
19000; -2736; -9696; 10074.627140
100000; 3603; -18392; 18741.592062
200000; 19094; -3900; 19488.223008
300000; 9334; 16557; 19006.783131
400000; 126; -18126; 18126.437929
500000; 16915; -2134; 17049.081530
600000; 6907; 14183; 15775.428298
