10000; -2250; -2227; 3165.758835
11000; -2446; -2298; 3356.146600
12000; -2661; -2363; 3558.748375
13000; -2869; -2439; 3765.618409
14000; -3067; -2524; 3972.035372
15000; -3265; -2614; 4182.489809
16000; -3470; -2705; 4399.764198
17000; -3668; -2805; 4617.602083
18000; -3865; -2909; 4837.406950
19000; -4059; -3021; 5059.834187
100000; -2217; -18770; 18900.475893
200000; 18353; -6717; 19543.558990
300000; -14227; 12761; 19111.531859
400000; -145; -18126; 18126.579959
500000; 16882; -2368; 17047.268051
600000; 7122; 14059; 15760.024270
