10000; -2246; -2224; 3160.805594
11000; -2445; -2293; 3351.995525
12000; -2661; -2358; 3555.430354
13000; -2866; -2437; 3762.037347
14000; -3065; -2521; 3968.584886
15000; -3266; -2613; 4182.645694
16000; -3466; -2700; 4393.535706
17000; -3668; -2794; 4610.928323
18000; -3865; -2901; 4832.600335
19000; -4057; -3019; 5057.035693
100000; -2232; -18759; 18891.318244
200000; 18356; -6714; 19545.345533
300000; -14219; 12763; 19106.913147
400000; -154; -18136; 18136.653826
500000; 16881; -2355; 17044.476701
600000; 7126; 14041; 15745.779022
