10000; -2727; -3620; 4532.210167
11000; -2939; -3727; 4746.393368
12000; -3165; -3835; 4972.368651
13000; -3374; -3950; 5194.841287
14000; -3581; -4081; 5429.375839
15000; -3782; -4208; 5657.807703
16000; -3989; -4340; 5894.719756
17000; -4184; -4477; 6127.755299
18000; -4380; -4618; 6364.772109
19000; -4574; -4774; 6611.546869
100000; -541; -19153; 19160.639081
200000; 18722; -5774; 19592.150469
300000; -14782; 12107; 19107.249226
400000; -753; -18118; 18133.640920
500000; 16774; -3037; 17046.713613
600000; 7695; 13763; 15768.106862
