10000; -2726; -3623; 4534.005404
11000; -2938; -3732; 4749.701885
12000; -3185; -3875; 5015.959529
13000; -3375; -3954; 5198.532581
14000; -3580; -4086; 5432.476047
15000; -3780; -4208; 5656.470985
16000; -3983; -4341; 5891.397967
17000; -4183; -4477; 6127.072547
18000; -4378; -4624; 6367.751566
19000; -4573; -4771; 6608.688977
100000; -569; -19152; 19160.450543
200000; 18720; -5782; 19592.598705
300000; -14780; 12109; 19106.969435
400000; -767; -18107; 18123.237514
500000; 16773; -3034; 17045.195364
600000; 7693; 13757; 15761.893858
