10000; -2725; -3613; 4525.416445
11000; -2937; -3721; 4740.444072
12000; -3161; -3826; 4962.881925
13000; -3368; -3946; 5187.903237
14000; -3576; -4071; 5418.562263
15000; -3778; -4202; 5650.671465
16000; -3985; -4330; 5884.651646
17000; -4180; -4472; 6121.371088
18000; -4379; -4614; 6361.182044
19000; -4572; -4767; 6605.109613
100000; -560; -19154; 19162.184531
200000; 18725; -5758; 19590.308548
300000; -14769; 12130; 19111.783302
400000; -777; -18107; 18123.663482
500000; 16773; -3044; 17046.978178
600000; 7699; 13763; 15770.059290
