10000; -2735; -3643; 4555.400531
11000; -2943; -3751; 4767.730068
12000; -3171; -3860; 4995.482059
13000; -3381; -3978; 5220.693919
14000; -3588; -4105; 5452.042645
15000; -3787; -4231; 5678.268222
16000; -3993; -4364; 5915.111580
17000; -4185; -4501; 6145.992678
18000; -4384; -4645; 6387.134021
19000; -4574; -4800; 6630.345089
100000; -552; -19155; 19162.951991
200000; 18727; -5768; 19595.161469
300000; -14785; 12099; 19104.502768
400000; -734; -18116; 18130.863521
500000; 16778; -3019; 17047.452742
600000; 7693; 13756; 15761.021065
