10000; -1671; -10361; 10494.882658
11000; -1749; -10447; 10592.393969
12000; -1843; -10520; 10680.217648
13000; -1928; -10612; 10785.718706
14000; -2007; -10709; 10895.445379
15000; -2086; -10804; 11003.536341
16000; -2172; -10893; 11107.431431
17000; -2247; -10994; 11221.276443
18000; -2332; -11104; 11346.234618
19000; -2408; -11208; 11463.757150
100000; 4239; -18461; 18941.426609
200000; 19304; -3174; 19563.197387
300000; -16541; 9547; 19098.426375
400000; 1473; -18050; 18110.003562
500000; 16953; -1804; 17048.713295
600000; 6975; 14136; 15763.157076
