10000; -1672; -10348; 10482.208164
11000; -1747; -10435; 10580.228447
12000; -1844; -10513; 10673.495444
13000; -1924; -10603; 10776.148895
14000; -2008; -10697; 10883.835399
15000; -2081; -10786; 10984.914975
16000; -2173; -10886; 11100.762361
17000; -2249; -10983; 11210.900499
18000; -2326; -11085; 11326.407241
19000; -2404; -11197; 11452.162460
100000; 4263; -18436; 18922.453990
200000; 19280; -3250; 19552.005012
300000; -16592; 9504; 19121.204983
400000; 1452; -18057; 18115.285065
500000; 16955; -1854; 17056.064640
600000; 6984; 14164; 15792.249745
