10000; -1669; -10354; 10487.653551
11000; -1754; -10445; 10591.248321
12000; -1843; -10521; 10681.202648
13000; -1924; -10606; 10779.100705
14000; -2005; -10705; 10891.145486
15000; -2089; -10795; 10995.269255
16000; -2169; -10891; 11104.883700
17000; -2247; -10988; 11215.398031
18000; -2332; -11096; 11338.405532
19000; -2407; -11205; 11460.614032
100000; 4246; -18444; 18926.427344
200000; 19287; -3209; 19552.136712
300000; -16607; 9467; 19115.871364
400000; 1477; -18088; 18148.203024
500000; 16960; -1802; 17055.462585
600000; 6986; 14125; 15758.166803
