10000; -1671; -10359; 10492.908176
11000; -1749; -10445; 10590.421427
12000; -1843; -10523; 10683.172656
13000; -1929; -10611; 10784.913630
14000; -2007; -10705; 10891.513853
15000; -2090; -10797; 10997.422834
16000; -2170; -10895; 11109.001980
17000; -2253; -10993; 11221.499811
18000; -2331; -11097; 11339.178542
19000; -2412; -11205; 11461.665193
100000; 4242; -18447; 18928.454057
200000; 19287; -3253; 19559.406382
300000; -16576; 9510; 19110.308108
400000; 1509; -18046; 18108.981114
500000; 16959; -1800; 17054.256976
600000; 6962; 14153; 15772.661570
