10000; -1852; -5033; 5362.927652
11000; -1993; -5104; 5479.312457
12000; -2137; -5166; 5590.556770
13000; -2275; -5238; 5710.715279
14000; -2410; -5319; 5839.508627
15000; -2546; -5399; 5969.197350
16000; -2685; -5478; 6100.631853
17000; -2821; -5562; 6236.496212
18000; -2956; -5656; 6381.870572
19000; -3085; -5757; 6531.483292
100000; -492; -18670; 18676.481574
200000; 18527; -6130; 19514.779758
300000; 10944; 15575; 19035.539420
400000; -610; -18119; 18129.265319
500000; 16836; -2704; 17051.759792
600000; 7341; 13955; 15768.078704
