10000; -1856; -5165; 5488.347748
11000; -1992; -5238; 5603.990364
12000; -2137; -5301; 5715.537595
13000; -2273; -5371; 5832.166836
14000; -2408; -5455; 5962.842359
15000; -2540; -5536; 6090.886307
16000; -2673; -5617; 6220.580198
17000; -2811; -5701; 6356.345019
18000; -2942; -5797; 6500.813257
19000; -3075; -5895; 6648.808164
100000; -354; -18684; 18687.353264
200000; 18542; -6082; 19514.007482
300000; 10946; 15469; 18950.062718
400000; -661; -18119; 18131.052975
500000; 16821; -2755; 17045.118539
600000; 7379; 13927; 15761.058657
