10000; -1852; -5163; 5485.113764
11000; -1987; -5232; 5596.605489
12000; -2129; -5295; 5706.983967
13000; -2268; -5370; 5829.298757
14000; -2403; -5451; 5957.164594
15000; -2528; -5529; 6079.525064
16000; -2671; -5612; 6215.205950
17000; -2801; -5698; 6349.236568
18000; -2933; -5787; 6487.823826
19000; -3063; -5889; 6637.943206
100000; -365; -18668; 18671.567931
200000; 18540; -6090; 19514.602225
300000; -13534; 13494; 19111.703012
400000; -694; -18115; 18128.288971
500000; 16834; -2739; 17055.370914
600000; 7381; 13930; 15764.645921
