10000; -2331; -3001; 3799.942368
11000; -2522; -3082; 3982.362113
12000; -2730; -3157; 4173.673322
13000; -2926; -3242; 4367.154680
14000; -3119; -3339; 4569.144559
15000; -3308; -3434; 4768.146390
16000; -3494; -3529; 4966.072593
17000; -3688; -3629; 5174.068515
18000; -3878; -3748; 5393.179767
19000; -4061; -3867; 5607.620708
100000; -1610; -18909; 18977.417659
200000; 18478; -6416; 19560.202964
300000; -14699; 12215; 19111.955054
400000; 81; -18130; 18130.180942
500000; 16897; -2234; 17044.041921
600000; 7062; 14094; 15764.284950
