10000; -2689; -3552; 4455.044893
11000; -2900; -3656; 4666.512188
12000; -3119; -3765; 4889.108917
13000; -3327; -3877; 5108.821586
14000; -3529; -4005; 5337.964593
15000; -3727; -4127; 5560.814509
16000; -3930; -4257; 5793.699077
17000; -4124; -4396; 6027.619099
18000; -4317; -4534; 6260.482809
19000; -4507; -4687; 6502.385562
100000; -580; -19106; 19114.801490
200000; 18710; -5770; 19579.504590
300000; -14646; 12281; 19113.562645
400000; -717; -18120; 18134.180130
500000; 16784; -2994; 17048.949880
600000; 7650; 13782; 15762.805080
