10000; -2686; -3551; 4452.437198
11000; -2900; -3655; 4665.728775
12000; -3123; -3762; 4889.353025
13000; -3328; -3873; 5106.438387
14000; -3529; -3999; 5333.464353
15000; -3731; -4128; 5564.238043
16000; -3931; -4258; 5795.112165
17000; -4130; -4387; 6025.169624
18000; -4320; -4537; 6264.724176
19000; -4507; -4686; 6501.664787
100000; -590; -19104; 19113.108486
200000; 18716; -5766; 19584.060151
300000; -14635; 12282; 19105.777896
400000; -724; -18117; 18131.460642
500000; 16779; -2997; 17044.554849
600000; 7643; 13786; 15762.907251
