10000; -1994; -7655; 7910.440000
11000; -2106; -7758; 8038.768562
12000; -2233; -7863; 8173.925495
13000; -2343; -7955; 8292.868864
14000; -2452; -8067; 8431.417022
15000; -2558; -8180; 8570.633816
16000; -2663; -8288; 8705.315215
17000; -2763; -8402; 8844.646573
18000; -2865; -8524; 8992.597011
19000; -2965; -8645; 9139.324373
100000; 2842; -18514; 18730.861165
200000; 19019; -4276; 19493.756359
300000; 9605; 16387; 18994.467458
400000; 209; -18125; 18126.204953
500000; 16922; -2090; 17050.577234
600000; 6874; 14210; 15785.308866
