10000; -1991; -7645; 7900.006709
11000; -2109; -7748; 8029.905666
12000; -2228; -7842; 8152.358432
13000; -2340; -7947; 8284.347228
14000; -2449; -8056; 8420.020012
15000; -2557; -8169; 8559.837031
16000; -2665; -8276; 8694.504069
17000; -2769; -8389; 8834.176928
18000; -2870; -8516; 8986.609817
19000; -2962; -8638; 9131.729738
100000; 2829; -18507; 18721.973454
200000; 19018; -4278; 19493.219539
300000; 9594; 16401; 19000.990422
400000; 222; -18138; 18139.358533
500000; 16917; -2100; 17046.843960
600000; 6880; 14183; 15763.625503
