10000; -1995; -7657; 7912.627503
11000; -2105; -7757; 8037.541540
12000; -2231; -7855; 8165.683437
13000; -2341; -7957; 8294.222688
14000; -2449; -8069; 8432.458835
15000; -2555; -8181; 8570.693438
16000; -2661; -8289; 8705.655748
17000; -2769; -8405; 8849.372068
18000; -2865; -8523; 8991.649126
19000; -2962; -8653; 9145.920019
100000; 2836; -18522; 18737.859536
200000; 19011; -4275; 19485.731857
300000; 10203; 16058; 19025.261444
400000; 207; -18125; 18126.182003
500000; 16930; -2076; 17056.807321
600000; 6892; 14167; 15754.477237
