10000; -2302; -2292; 3248.456249
11000; -2508; -2370; 3450.646896
12000; -2721; -2439; 3654.115762
13000; -2926; -2517; 3859.632755
14000; -3152; -2600; 4085.964268
15000; -3324; -2703; 4284.295158
16000; -3523; -2800; 4500.169886
17000; -3721; -2902; 4718.839370
18000; -3922; -3015; 4946.949464
19000; -4114; -3138; 5174.170465
100000; -2054; -18784; 18895.967083
200000; 18389; -6613; 19541.931583
300000; -14277; 12698; 19106.855654
400000; -87; -18133; 18133.208707
500000; 16889; -2319; 17047.465559
600000; 7093; 14078; 15763.906020
