10000; -2300; -2293; 3247.745218
11000; -2506; -2368; 3447.819601
12000; -2719; -2438; 3651.959063
13000; -2925; -2519; 3860.179530
14000; -3125; -2611; 4072.216350
15000; -3323; -2702; 4282.888395
16000; -3527; -2802; 4504.545815
17000; -3722; -2906; 4722.088521
18000; -3921; -3016; 4946.766318
19000; -4113; -3134; 5170.950106
100000; -2051; -18786; 18897.629402
200000; 18385; -6612; 19537.829178
300000; 11352; 15229; 18994.481962
400000; -75; -18129; 18129.155138
500000; 16892; -2316; 17050.029912
600000; 7083; 14098; 15777.277744
