10000; -2308; -2299; 3257.647157
11000; -2515; -2378; 3461.229406
12000; -2727; -2445; 3662.588429
13000; -2931; -2526; 3869.294122
14000; -3131; -2620; 4082.592436
15000; -3333; -2717; 4300.113719
16000; -3534; -2812; 4516.248443
17000; -3735; -2915; 4737.873996
18000; -3933; -3029; 4964.204871
19000; -4120; -3148; 5185.007618
100000; -2041; -18787; 18897.540845
200000; 18386; -6606; 19536.740567
300000; -14271; 12705; 19107.026613
400000; -103; -18126; 18126.292644
500000; 16888; -2317; 17046.202891
600000; 7076; 14107; 15782.180616
