10000; -2684; -3185; 4165.102760
11000; -2900; -3287; 4383.419784
12000; -3132; -3389; 4614.622953
13000; -3349; -3502; 4845.596455
14000; -3562; -3624; 5081.458452
15000; -3772; -3744; 5314.651447
16000; -3983; -3877; 5558.364688
17000; -4186; -4013; 5798.858939
18000; -4390; -4155; 6044.511974
19000; -4588; -4305; 6291.483847
100000; -746; -19112; 19126.553793
200000; 18690; -5831; 19578.474430
300000; -15067; 11744; 19103.298799
400000; -221; -18120; 18121.347660
500000; 16841; -2603; 17040.976791
600000; 7369; 13945; 15772.291717
