10000; -2683; -3185; 4164.458428
11000; -2903; -3292; 4389.154019
12000; -3133; -3391; 4616.770516
13000; -3349; -3498; 4842.706371
14000; -3564; -3626; 5084.286774
15000; -3773; -3750; 5319.589176
16000; -3980; -3879; 5557.611088
17000; -4184; -4009; 5794.647271
18000; -4389; -4154; 6043.098295
19000; -4588; -4304; 6290.799631
100000; -774; -19107; 19122.670446
200000; 18688; -5843; 19580.142824
300000; -15086; 11727; 19107.849827
400000; -194; -18119; 18120.038549
500000; 16846; -2597; 17045.002933
600000; 7375; 13937; 15768.024417
