10000; -2683; -3178; 4159.107236
11000; -2904; -3281; 4381.572435
12000; -3133; -3383; 4610.897743
13000; -3352; -3493; 4841.172689
14000; -3561; -3616; 5075.054384
15000; -3773; -3743; 5314.656903
16000; -3979; -3867; 5548.525029
17000; -4191; -4005; 5796.939365
18000; -4394; -4147; 6041.923949
19000; -4590; -4298; 6288.155850
100000; -772; -19105; 19120.591230
200000; 18690; -5840; 19581.156758
300000; -15097; 11722; 19113.468890
400000; -240; -18120; 18121.589334
500000; 16838; -2611; 17039.236045
600000; 7386; 13933; 15769.638074
