10000; -2684; -3188; 4167.397269
11000; -2902; -3291; 4387.742586
12000; -3152; -3371; 4615.056338
13000; -3349; -3498; 4842.706371
14000; -3560; -3624; 5080.056693
15000; -3773; -3750; 5319.589176
16000; -3979; -3879; 5556.894996
17000; -4186; -4007; 5794.708362
18000; -4391; -4155; 6045.238291
19000; -4588; -4301; 6288.747491
100000; -766; -19099; 19114.354737
200000; 18695; -5822; 19580.569680
300000; -15076; 11735; 19104.868516
400000; -196; -18120; 18121.060013
500000; 16845; -2596; 17043.862268
600000; 7380; 13934; 15767.712453
