10000; -2683; -3183; 4162.929017
11000; -2903; -3287; 4385.405112
12000; -3134; -3392; 4618.183626
13000; -3350; -3498; 4843.397981
14000; -3561; -3623; 5080.044291
15000; -3772; -3751; 5319.585040
16000; -3980; -3873; 5553.424979
17000; -4184; -4014; 5798.107622
18000; -4389; -4149; 6039.662408
19000; -4589; -4304; 6291.528987
100000; -744; -19107; 19121.479676
200000; 18689; -5831; 19577.519812
300000; -15062; 11749; 19102.430343
400000; -188; -18141; 18141.974121
500000; 16854; -2594; 17052.452961
600000; 7388; 13924; 15762.624147
