10000; -2854; -3180; 4272.904867
11000; -3085; -3293; 4512.324678
12000; -3327; -3398; 4755.558117
13000; -3559; -3520; 5005.684868
14000; -3780; -3646; 5251.829776
15000; -4005; -3784; 5509.871233
16000; -4225; -3920; 5763.421293
17000; -4443; -4062; 6019.974502
18000; -4656; -4214; 6279.819424
19000; -4865; -4368; 6538.168627
100000; -681; -19232; 19244.053237
200000; 18772; -5677; 19611.637183
300000; -16505; 9639; 19113.485972
400000; 540; -18120; 18128.044572
500000; 16845; -2587; 17042.493773
600000; 7592; 13824; 15771.538923
