10000; -2852; -3183; 4273.803107
11000; -3089; -3296; 4517.248831
12000; -3326; -3403; 4758.433040
13000; -3557; -3522; 5005.670085
14000; -3782; -3654; 5258.824964
15000; -4003; -3784; 5508.417649
16000; -4231; -3920; 5767.821166
17000; -4445; -4062; 6021.450739
18000; -4655; -4216; 6280.420448
19000; -4867; -4377; 6545.671700
100000; -664; -19242; 19253.453197
200000; 18774; -5672; 19612.104935
300000; -16524; 9610; 19115.299527
400000; 507; -18106; 18113.097057
500000; 16848; -2571; 17043.038021
600000; 7590; 13839; 15783.726461
