10000; -2853; -3185; 4275.960009
11000; -3086; -3296; 4515.197892
12000; -3325; -3402; 4757.018919
13000; -3558; -3521; 5005.677277
14000; -3778; -3652; 5254.558783
15000; -4002; -3789; 5511.127380
16000; -4227; -3923; 5766.927952
17000; -4443; -4062; 6019.974502
18000; -4657; -4214; 6280.560883
19000; -4865; -4374; 6542.178613
100000; -684; -19232; 19244.159634
200000; 18772; -5673; 19610.479673
300000; -16487; 9673; 19115.127465
400000; 469; -18112; 18118.071227
500000; 16839; -2620; 17041.605588
600000; 7611; 13821; 15778.065851
