10000; -2081; -9770; 9989.167183
11000; -2170; -9898; 10133.079690
12000; -2261; -10017; 10269.002386
13000; -2339; -10141; 10407.247571
14000; -2419; -10274; 10554.934249
15000; -2490; -10399; 10692.955672
16000; -2563; -10533; 10840.343998
17000; -2630; -10662; 10981.582035
18000; -2696; -10789; 11120.743545
19000; -2753; -10933; 11274.284811
100000; 4635; -18254; 18833.261560
200000; 19240; -3178; 19500.699577
300000; 8903; 16820; 19030.917188
400000; 268; -18129; 18130.980806
500000; 16930; -2047; 17053.301997
600000; 6840; 14215; 15775.038035
