10000; -2060; -9810; 10023.956305
11000; -2141; -9931; 10159.165418
12000; -2235; -10053; 10298.448136
13000; -2315; -10175; 10435.029947
14000; -2389; -10307; 10580.244326
15000; -2459; -10439; 10724.709880
16000; -2531; -10558; 10857.132448
17000; -2601; -10690; 11001.877158
18000; -2667; -10823; 11146.758183
19000; -2728; -10960; 11294.404987
100000; 4661; -18249; 18834.832678
200000; 19250; -3153; 19506.509401
300000; 9041; 16717; 19005.203761
400000; 228; -18130; 18131.433589
500000; 16929; -2057; 17053.512541
600000; 6861; 14184; 15756.242477
