10000; -2291; -2399; 3317.209972
11000; -2498; -2471; 3513.665465
12000; -2632; -2550; 3664.686071
13000; -2917; -2616; 3918.206860
14000; -3120; -2707; 4130.647528
15000; -3322; -2798; 4343.326836
16000; -3523; -2890; 4556.712521
17000; -3726; -2995; 4780.491711
18000; -3930; -3104; 5007.965255
19000; -4124; -3217; 5230.340811
100000; -2049; -18838; 18949.106707
200000; 18398; -6623; 19553.785644
300000; -14644; 12277; 19109.460092
400000; 150; -18129; 18129.620542
500000; 16907; -2174; 17046.199723
600000; 6999; 14130; 15768.414663
