10000; -1653; -9188; 9335.510323
11000; -1734; -9271; 9431.765317
12000; -1827; -9347; 9523.882507
13000; -1913; -9426; 9618.162247
14000; -1997; -9517; 9724.263365
15000; -2076; -9606; 9827.767397
16000; -2162; -9693; 9931.187895
17000; -2243; -9790; 10043.662131
18000; -2328; -9887; 10157.379239
19000; -2402; -9990; 10274.711869
100000; 3384; -18426; 18734.164833
200000; 19110; -3999; 19523.936616
300000; -14216; 12749; 19095.330764
400000; -744; -18091; 18106.292194
500000; 16746; -3207; 17050.318619
600000; 7831; 13674; 15757.627899
