10000; -1655; -9182; 9329.959753
11000; -1737; -9262; 9423.471388
12000; -1830; -9338; 9515.626306
13000; -1918; -9423; 9616.218228
14000; -1996; -9511; 9718.185890
15000; -2076; -9596; 9817.993278
16000; -2165; -9688; 9926.961720
17000; -2249; -9782; 10037.207032
18000; -2326; -9887; 10156.921039
19000; -2403; -9986; 10271.056664
100000; 3392; -18432; 18741.512426
200000; 19106; -3984; 19516.953963
300000; 9661; 16414; 19046.110285
400000; -651; -18116; 18127.693096
500000; 16742; -3202; 17045.450067
600000; 7836; 13674; 15760.113324
