10000; -1653; -9183; 9330.589370
11000; -1735; -9268; 9429.000424
12000; -1829; -9345; 9522.303608
13000; -1917; -9428; 9620.918511
14000; -1994; -9514; 9720.711497
15000; -2079; -9605; 9827.424179
16000; -2165; -9691; 9929.889526
17000; -2247; -9786; 10040.657598
18000; -2327; -9886; 10156.176692
19000; -2406; -9988; 10273.703325
100000; 3381; -18422; 18729.688866
200000; 19114; -3950; 19517.876319
300000; 9674; 16387; 19029.452042
400000; -675; -18142; 18154.552845
500000; 16751; -3190; 17052.040963
600000; 7836; 13677; 15762.716295
