10000; -1653; -9200; 9347.320953
11000; -1731; -9277; 9437.112376
12000; -1828; -9356; 9532.907217
13000; -1910; -9440; 9631.287557
14000; -1997; -9529; 9736.007909
15000; -2078; -9618; 9839.919105
16000; -2160; -9702; 9939.537414
17000; -2240; -9798; 10050.791213
18000; -2323; -9894; 10163.049001
19000; -2400; -10004; 10287.857697
100000; 3390; -18421; 18730.332111
200000; 19116; -3955; 19520.847343
300000; -14292; 12701; 19120.059231
400000; -678; -18104; 18116.691199
500000; 16741; -3198; 17043.716877
600000; 7830; 13676; 15758.866584
