10000; -2640; -3092; 4065.718141
11000; -2854; -3192; 4281.843061
12000; -3083; -3291; 4509.497755
13000; -3299; -3401; 4738.164413
14000; -3507; -3520; 4968.847854
15000; -3716; -3639; 5201.055374
16000; -3919; -3769; 5437.271558
17000; -4121; -3902; 5675.230832
18000; -4323; -4042; 5918.284633
19000; -4517; -4184; 6157.040279
100000; -914; -19051; 19072.912651
200000; 18648; -5948; 19573.620207
300000; -14947; 11908; 19110.553969
400000; -93; -18133; 18133.238486
500000; 16867; -2462; 17045.736505
600000; 7254; 14004; 15771.256513
