10000; -2649; -3119; 4092.109725
11000; -2862; -3219; 4307.319932
12000; -3093; -3323; 4539.711224
13000; -3304; -3428; 4761.050304
14000; -3513; -3550; 4994.363723
15000; -3720; -3676; 5229.854300
16000; -3928; -3800; 5465.270716
17000; -4130; -3932; 5702.413875
18000; -4329; -4068; 5940.443165
19000; -4525; -4221; 6188.090659
100000; -832; -19059; 19077.151386
200000; 18664; -5906; 19576.152124
300000; -14947; 11916; 19115.539883
400000; -121; -18139; 18139.403573
500000; 16865; -2494; 17048.409339
600000; 7286; 13981; 15765.600433
