10000; -2649; -3118; 4091.347578
11000; -2862; -3223; 4310.310082
12000; -3088; -3321; 4534.841232
13000; -3303; -3432; 4763.237659
14000; -3512; -3552; 4995.082382
15000; -3721; -3673; 5228.457708
16000; -3926; -3800; 5463.833453
17000; -4123; -3931; 5696.656037
18000; -4327; -4074; 5943.097256
19000; -4525; -4222; 6188.772819
100000; -855; -19064; 19083.163286
200000; 18661; -5911; 19574.801200
300000; -14911; 11948; 19107.397128
400000; -186; -18118; 18118.954716
500000; 16865; -2489; 17047.678610
600000; 7282; 13990; 15771.734971
