10000; -1964; -6644; 6928.205540
11000; -2092; -6733; 7050.514378
12000; -2227; -6820; 7174.393981
13000; -2353; -6912; 7301.530867
14000; -2475; -7015; 7438.807028
15000; -2594; -7121; 7578.751678
16000; -2721; -7221; 7716.649662
17000; -2836; -7328; 7857.638322
18000; -2949; -7442; 8004.996252
19000; -3066; -7563; 8160.840949
100000; 1894; -18588; 18684.244165
200000; 18890; -4779; 19485.146676
300000; 9867; 16228; 18992.252973
400000; 177; -18128; 18128.864085
500000; 16922; -2099; 17051.682762
600000; 6881; 14193; 15773.059627
