10000; -2348; -2155; 3187.025102
11000; -2559; -2225; 3391.033176
12000; -2790; -2296; 3613.269434
13000; -3006; -2375; 3831.013051
14000; -3217; -2467; 4054.032314
15000; -3432; -2560; 4281.614649
16000; -3647; -2653; 4509.880043
17000; -3856; -2763; 4743.722694
18000; -4063; -2872; 4975.575645
19000; -4270; -2989; 5212.199248
100000; -2243; -18876; 19008.798621
200000; 18383; -6708; 19568.647194
300000; -14901; 11962; 19108.355371
400000; 221; -18128; 18129.347065
500000; 16904; -2135; 17038.293371
600000; 7007; 14106; 15750.469358
