10000; -2349; -2157; 3189.114297
11000; -2559; -2226; 3391.689402
12000; -2792; -2298; 3616.084623
13000; -3003; -2374; 3828.039315
14000; -3221; -2468; 4057.815299
15000; -3430; -2564; 4282.405399
16000; -3638; -2654; 4503.194422
17000; -3856; -2755; 4739.067524
18000; -4064; -2870; 4975.238286
19000; -4267; -2994; 5212.612109
100000; -2237; -18875; 19007.098516
200000; 18381; -6701; 19564.369706
300000; -14917; 11950; 19113.330139
400000; 244; -18130; 18131.641845
500000; 16905; -2145; 17040.541365
600000; 6991; 14127; 15762.176563
