10000; -2349; -2157; 3189.114297
11000; -2564; -2229; 3397.430941
12000; -2791; -2299; 3615.948285
13000; -3005; -2378; 3832.089378
14000; -3217; -2469; 4055.249684
15000; -3430; -2562; 4281.208241
16000; -3640; -2653; 4504.221242
17000; -3854; -2762; 4741.514526
18000; -4062; -2875; 4976.491636
19000; -4269; -2991; 5212.527410
100000; -2241; -18875; 19007.569703
200000; 18380; -6702; 19563.772745
300000; -14907; 11958; 19110.531468
400000; 217; -18125; 18126.298960
500000; 16907; -2140; 17041.896872
600000; 6994; 14128; 15764.403573
