10000; -2351; -2160; 3192.616638
11000; -2562; -2231; 3397.234905
12000; -2790; -2301; 3616.448672
13000; -3006; -2380; 3834.114761
14000; -3219; -2473; 4059.272102
15000; -3429; -2567; 4283.401686
16000; -3642; -2658; 4508.783428
17000; -3857; -2763; 4744.535594
18000; -4066; -2879; 4982.067543
19000; -4271; -2996; 5217.035269
100000; -2232; -18880; 19011.476113
200000; 18380; -6714; 19567.886856
300000; -14928; 11937; 19113.794835
400000; 214; -18127; 18128.263155
500000; 16910; -2137; 17044.496736
600000; 7003; 14123; 15763.918866
