10000; -2349; -2159; 3190.467364
11000; -2565; -2230; 3398.841714
12000; -2768; -2316; 3609.110694
13000; -3008; -2379; 3835.062581
14000; -3218; -2472; 4057.869885
15000; -3430; -2563; 4281.806745
16000; -3644; -2657; 4509.809863
17000; -3855; -2764; 4743.492490
18000; -4067; -2878; 4982.305992
19000; -4269; -2991; 5212.527410
100000; -2239; -18874; 19006.340968
200000; 18378; -6708; 19563.950215
300000; -14918; 11943; 19109.735032
400000; 244; -18123; 18124.642479
500000; 16905; -2144; 17040.415517
600000; 6994; 14127; 15763.507383
